category,subcategories,Date,status,transmis_entreprise,tags,transmis_authorite,is_read,has_response,description
Immobilier,"Agence_immobiliere,Je_cherche_une_location_ou_un_bien_a_acheter,Je_cherche_a_acheter,Probleme_avec_une_offre_dachat_ou_un_compromis_de_vente",2026-06-29,NonTraite,1,ReponseConso,0,1,0,"J'ai visité un appartement à vendre, j'ai fait une offre au prix demandé. L'agent immobilier m'a dit que le propriétaire acceptait, nous avons signé un compromis. Mais depuis, le propriétaire tarde à signer la vente définitive. L'agent me dit qu'il a des soucis personnels. Cela fait 3 mois, je suis bloqué, j'ai déjà pris un crédit. Je sens que l'agent n'est pas transparent. Je ne sais pas si le propriétaire est vraiment vendeur. Je vais me rapprocher d'un notaire pour faire avancer les choses, car cette situation est anormale."
AchatMagasin,"Un_produit_en_particulier,Cest_un_objet,Une_quantite_annoncee_non_conforme,Un_produit_emballe_par_le_fabricant_comme_une_boite_un_paquet_une_bouteille",2026-07-06,TraitementEnCours,0,aucun_tag,0,0,0,"J'ai acheté une boîte de 12 piles dans un supermarché. Sur l'emballage, il était écrit 12 piles. En ouvrant, il y avait 10 piles seulement. J'ai compté plusieurs fois. C'est un manque de quantité. Je suis retourné au magasin avec le ticket, ils ont dit que c'était une erreur d'emballage et m'ont remboursé 2 piles. Ce n'est pas normal, j'ai dû refaire le déplacement. La prochaine fois, je vérifierai avant d'acheter. Mais je trouve que le fabricant devrait être plus fiable."
AchatInternet,"Abonnement_ou_frais_caches,Frais_supplementaires_nonindiques",2026-05-21,NonTraite,0,Internet,0,0,0,"J'ai commandé un vêtement sur un site de mode. Le prix affiché était 49,90 euros. En passant à la caisse, on m'a ajouté 15 euros de frais de port non indiqués au départ, et un supplément pour paiement par carte. Le total est passé à 70 euros. Je trouve cela trompeur, car les frais supplémentaires ne sont pas clairement affichés avant la validation. C'est une pratique qui enfle les prix. Je me suis senti pris au piège. Je demande que les prix soient affichés de manière transparente, ce n'est pas honnête."
IntoxicationAlimentaire,Apres_avoir_consomme_un_produit_precis,2026-06-07,TraitementEnCours,0,"Produit dangereux,Produit alimentaire",0,0,1,"J'ai acheté un fromage au lait cru dans une fromagerie. Je l'ai consommé le soir, et dans la nuit j'ai eu des vomissements, de la fièvre et des douleurs abdominales. J'ai été hospitalisé une nuit, le médecin a conclu à une intoxication alimentaire. Le fromage avait une odeur bizarre, je me demande s'il n'était pas contaminé. J'ai gardé l'emballage. Je veux que la fromagerie soit informée, car d'autres personnes pourraient être malades. Je ne souhaite pas porter plainte, mais je veux que le produit soit retiré de la vente."
TelephonieFaiMedias,"Telephonie_internet,Resiliation_changement_doperateur_passage_a_la_fibre,Passage_a_la_fibre_optique,Prestation,Adduction",2026-06-17,TraitementEnCours,0,Telecom,0,1,0,"J'ai souscrit à une offre fibre optique, un technicien est venu pour l'adduction. Il a percé un mur sans me demander, et le câble est mal fixé. Depuis, j'ai des coupures régulières. J'ai contacté le service technique, ils m'ont envoyé un autre technicien, qui n'a pas résolu le problème. On me propose maintenant de changer de box, mais je pense que le problème vient de l'installation. C'est pénible, je travaille en ligne. Je demande une intervention sérieuse pour régler cette installation défectueuse."
IntoxicationAlimentaire,Apres_avoir_consomme_un_produit_precis,2026-07-02,TraitementEnCours,0,"Produit dangereux,Produit alimentaire",0,0,0,"J'ai mangé une boîte de conserve de thon hier soir, elle était dans le placard depuis 2 mois. Dans les heures qui ont suivi, j'ai été pris de nausées et de diarrhée. La boîte n'était pas bombée, mais j'ai remarqué que le thon était un peu liquide. C'est peut-être une intoxication. J'ai gardé la boîte et l'emballage. Je signale ce produit pour qu'il soit vérifié. Je ne souhaite pas de dédommagement, mais je veux que d'autres consommateurs soient avertis. Merci de faire le nécessaire."
CafeRestaurant,"Hygiene,Hygiene_du_personnel,La_tenue_de_travail_nest_pas_adaptee,Autre_probleme_de_tenue",2026-06-19,TraitementEnCours,0,hygiène,0,1,0,"Je me rends souvent dans ce café. Je remarque que le personnel ne porte pas de tenue adaptée : pas de charlotte, des t-shirts déchirés, des cheveux longs non attachés. Un serveur s'est gratté la tête puis a servi un verre sans se laver les mains. J'ai trouvé cela peu hygiénique. J'ai signalé au gérant, qui n'a pas réagi. Je pense que c'est un problème de formation. J'aimerais que l'établissement prenne des mesures pour améliorer l'hygiène du personnel, car cela peut nuire à l'image du lieu."
VoitureVehiculeVelo,"Reparation_revision_vente_de_vehicule,Publicite_mensongere,Caracteristiques_du_vehicule_erronees_vehicules_neufs_et_occasions",2026-06-10,TraitementEnCours,0,Internet,1,1,0,"J'ai acheté une voiture d'occasion sur un site de petites annonces. L'annonce indiquait une voiture de 2020, 50 000 km, avec climatisation et toit ouvrant. À la livraison, j'ai découvert qu'elle avait 80 000 km et pas de toit ouvrant. Le vendeur a minimisé, disant que c'était des erreurs de frappe. Je me suis fait avoir, j'ai payé un prix trop élevé. J'ai essayé de négocier, mais il refuse. Je vais déposer plainte pour publicité mensongère. Je veux une compensation ou un remboursement partiel."
CafeRestaurant,"Jai_ete_malade_apres_avoir_mange,Sur_place",2026-06-13,Transmis,0,"Produit dangereux,Produit alimentaire",0,1,1,"J'ai dîné dans votre restaurant avec ma famille. Nous avons tous pris un plat de fruits de mer. Le lendemain, ma fille de 8 ans a eu des vomissements et de la fièvre. Le médecin a parlé d'une toxi-infection alimentaire. Nous avons rappelé le restaurant, qui nous a assuré que les fruits de mer étaient frais. Je ne suis pas convaincu. Je pense qu'il y a eu un problème de conservation. Je suis inquiet pour ma fille. Je vous prie de vérifier vos fournisseurs et vos chaînes de froid. Nous ne réclamerons pas d'argent, mais nous voulons que cela ne se reproduise pas."
CafeRestaurant,"Jai_ete_malade_apres_avoir_mange,Sur_place",2026-06-24,Transmis,0,"Produit dangereux,Produit alimentaire",0,0,0,"Je suis allé à votre brasserie pour un déjeuner d'affaires. J'ai commandé un steak tartare. Le soir, j'ai eu des crampes d'estomac et de la diarrhée. Je suis certain que la viande n'était pas de première fraîcheur. J'ai appelé pour prévenir, on m'a dit que je suis le seul à me plaindre. Peut-être que je suis plus sensible, mais c'est un signe d'alerte. Je voudrais que vous vérifiez la traçabilité de vos viandes. Je ne veux pas que d'autres clients vivent cette expérience désagréable. Merci de prendre cela au sérieux."
Internet,"Un_influenceur_ou_une_influenceuse,Labsence_de_mention_par_linfluenceur_du_caractere_commercial_de_sa_publication",2026-05-31,TraitementEnCours,0,Influenceur,0,1,0,"Je suis une jeune femme qui suit plusieurs influenceuses beauté. L'une d'elles vante régulièrement les mérites d'une crème anti-âge en ne précisant jamais que c'est un partenariat. Elle parle de son ""coup de cœur"". J'ai acheté la crème à 80 euros, elle n'a eu aucun effet. Puis j'ai appris qu'elle était rémunérée pour en parler. Je me sens trompée. L'influenceur abuse de la confiance de ses followers. Il devrait y avoir une obligation de transparence. Je signale ce manquement pour que les autres consommateurs soient avertis."
VoitureVehiculeVelo,"Permis_lecons_de_conduite,Autre,Autre",2026-05-26,TraitementEnCours,1,Internet,0,1,0,"Je prends des leçons de conduite dans une auto-école. Le moniteur est souvent en retard, les leçons ne durent pas le temps prévu, et il est parfois au téléphone pendant que je conduis. J'ai payé 50 euros de l'heure, mais je n'ai pas un enseignement de qualité. J'ai essayé de changer de moniteur, ils n'ont pas d'autre disponible. Je voudrais être remboursé des heures non effectuées. Je pense que l'auto-école ne respecte pas ses engagements. C'est frustrant car j'ai besoin de mon permis pour le travail."
TelephonieFaiMedias,"Telephonie_internet,Mon_forfait_prix_contrat_et_facture,Le_prix_de_mon_forfait_a_ete_augmente_ou_va_etre_augmente,Rajout_dune_option_payante,option_liee_a_la_musique_des_livres_une_chaine_tele_un_antivirus",2026-05-15,TraitementEnCours,0,"Telecom,Internet",0,1,0,"Je suis abonné chez vous depuis 2 ans. Mon forfait mensuel est passé de 29,99 à 34,99 euros sans que je sois informé. J'ai appelé, on m'a dit que c'était l'ajout d'une option antivirus payante. Je n'ai jamais demandé cette option. Je ne l'utilise pas. Je demande la suppression et le remboursement des sommes déjà prélevées. C'est inadmissible de rajouter des options sans consentement. Je ne veux pas d'abonnement forcé. Je considère cela comme une pratique abusive."
CafeRestaurant,"Jai_ete_malade_apres_avoir_mange,Sur_place",2026-05-12,TraitementEnCours,0,"Produit dangereux,Produit alimentaire",0,1,0,"J'ai pris un sandwich au poulet dans votre café à l'heure du déjeuner. Deux heures plus tard, j'avais des nausées et des douleurs au ventre. Je soupçonne que le poulet n'était pas bien conservé. Je n'ai pas eu de diarrhée, mais j'ai dû m'allonger. J'ai prévenu la serveuse, elle a juste dit que les produits étaient frais. Je ne sais pas si c'est un cas isolé, mais je voulais le signaler. Peut-être qu'il y a un problème de réfrigération. Je vous demande de vérifier vos équipements."
AchatMagasin,"Un_produit_en_particulier,Cest_un_aliment,Probleme_avec_lemballage_ou_letiquette,Informations_trompeuses_ou_fausses,Autres",2026-06-10,TraitementEnCours,0,Produit alimentaire,0,1,1,"J'ai acheté des gâteaux secs étiquetés ""sans gluten"" pour ma fille qui est cœliaque. Une fois ouverte, la boîte avait une odeur de blé. J'ai fait un test avec un détecteur de gluten, et il était positif. Je suis furieuse, car j'ai donné un gâteau à ma fille avant de le tester. Elle a eu des douleurs abdominales. L'étiquette est trompeuse, c'est dangereux pour les personnes allergiques. J'ai contacté le fabricant, il n'a pas répondu. Je vais faire une déclaration à la DGCCRF."
AchatInternet,"Le_site_internet_en_luimeme,Absence_dinformations_obligatoires_avant_de_commander",2026-05-03,NonTraite,0,Internet,0,0,0,"J'ai acheté un article sur un site étranger. Avant de valider la commande, je n'ai vu aucune information sur le délai de livraison, les frais de retour, ou le service après-vente. Le site affichait seulement le prix. Après paiement, j'ai reçu un email qui mentionnait des délais de 3 semaines. Je n'aurais pas commandé si je l'avais su. Ce manque d'informations est contraire aux obligations légales. Je pense que c'est fait exprès pour tromper le consommateur. Je demande que ces informations soient rendues obligatoires."
AchatInternet,"Abonnement_ou_frais_caches,Abonnement_nonindique",2026-06-29,NonTraite,0,Internet,0,1,0,"Je me suis inscrit sur un site de rencontres pour un essai gratuit de 7 jours. On ne m'a pas informé que j'étais abonné à un forfait payant automatiquement. Au bout de la semaine, j'ai été prélevé de 39 euros. Je n'ai pas donné mon accord. J'ai essayé de contacter le service client, mais ils sont injoignables. Je trouve cela trompeur, les conditions générales sont longues et peu lisibles. Je demande le remboursement de ce prélèvement. C'est une pratique commerciale malhonnête."
AchatMagasin,"Un_produit_en_particulier,Cest_un_aliment,Probleme_avec_lemballage_ou_letiquette,Emballage_beaucoup_trop_grand_par_rapport_a_la_quantite_du_produit",2026-06-15,TraitementEnCours,0,"Produit alimentaire,Transition écologique",0,1,0,"J'ai acheté un paquet de chips. L'emballage est énorme, mais à l'intérieur il y avait à peine un tiers de chips. C'est un gaspillage de plastique et d'argent. Je me suis senti floué, car l'emballage suggère une quantité plus importante. Cela contribue à la pollution. Je signale ce produit pour sensibiliser les fabricants à réduire les emballages excessifs. Je pense que c'est une tromperie pour le consommateur et nocif pour l'environnement. J'aimerais que les normes soient renforcées."
AchatMagasin,"Le_magasin_de_facon_generale,Moyens_de_paiement,Le_commercant_refuse_que_je_paie_par_carte_bancaire_ou_cheque,Il_refuse_les_paiements_par_cheque_ou_carte_bleue_de_facon_generale,Non",2026-05-21,TraitementEnCours,0,aucun_tag,0,1,0,"Je me suis rendu dans un petit commerce de proximité pour acheter un présent. Je n'avais que ma carte bancaire sur moi. Le commerçant a refusé le paiement par carte, pas de minimum d'achat, juste un refus catégorique. Il a dit qu'il ne prend que les espèces. En 2026, c'est inacceptable. Je n'avais pas de liquide, j'ai dû aller chercher un distributeur. Le commerçant perd des clients. Je trouve que cette pratique exclut les personnes qui n'ont pas de monnaie. J'aimerais qu'on l'informe des obligations légales."
TravauxRenovations,"Renovation_energetique,Chauffage,Prestation,Les_travaux_ne_sont_toujours_pas_termines",2026-06-05,TraitementEnCours,0,aucun_tag,0,1,0,"J'ai fait appel à une entreprise pour installer une pompe à chaleur. Le devis a été signé en mars, avec une date de fin prévue en avril. Nous sommes en mai, les travaux ne sont pas terminés. Les ouvriers viennent une journée sur trois, ils manquent de matériel. Je les relance, ils me disent que c'est bientôt fini. Je suis sans chauffage depuis plusieurs jours. Je ne paierai pas le solde tant que les travaux ne seront pas achevés. C'est de l'incompétence ou du manque d'organisation. Je suis excédé."
BanqueAssuranceMutuelle,"Une_banque,Resiliation_dabonnement,Je_narrive_pas_a_resilier_mon_contrat",2026-05-27,TraitementEnCours,0,Résiliation,0,1,0,"Je voulais résilier mon contrat d'assurance habitation chez cette banque, car j'ai trouvé moins cher ailleurs. J'ai envoyé une lettre recommandée avec accusé de réception il y a 2 semaines. Je n'ai pas de réponse. J'ai appelé le service client, ils m'ont dit qu'ils n'ont pas reçu ma lettre. Je leur ai envoyé une copie par mail, ils disent qu'ils vont traiter, mais le prélèvement du mois est encore passé. Je suis bloqué, ils font traîner. Je pense qu'ils espèrent que je vais abandonner. Je vais saisir le médiateur."
